Repair_ID,Property_ID,Repair_Category,Priority,Reported_Date,Completed_Date,Resolution_Days,Repair_Cost,Satisfaction_Score
REP003632,P1100,Electrical,Urgent,2021-06-03,2021-06-09,6,620.6,7.6
REP003633,P0927,Electrical,Routine,2021-06-12,2021-06-13,1,178.2,7.2
REP003634,P1367,Roofing,Urgent,2024-10-15,2024-10-20,5,707.78,8.3
REP003635,P1006,Roofing,Routine,2020-05-01,14/05/2020,13,1013.26,7.9
REP003636,P1074,Security,Routine,14/09/2024,18/09/2024,4,389.47,7.5
REP003637,P0182,Plumbing,Routine,2023-02-01,04/02/2023,3,586.84,8.2
REP003638,P0994,Electrical,Routine,2020-02-20,22/02/2020,2,496.13,7.4
REP003639,P1294,Roofing,Emergency,2025-08-14,2025-08-27,13,1123.2,6.5
REP003640,P0702,Roofing,Routine,2023-08-05,2023-08-25,20,840.03,5.5
REP003641,P1081,Heating,Emergency,11/12/2025,2025-12-12,1,716.53,6.6
REP003642,P1235,Plumbing,Emergency,2025-06-20,2025-06-21,1,699.29,8.3
REP003643,P0179,Damp & Mould,Routine,2025-01-08,2025-01-18,10,833.27,6.3
REP003644,P0518,Heating,Routine,2019-12-09,2019-12-19,10,775.53,8.0
REP003645,P1441,Heating,Urgent,2022-11-04,2022-11-05,1,668.15,6.9
REP003646,P0943,Plumbing,Urgent,2024-03-18,2024-03-21,3,575.39,9.4
REP003647,P1395,Security,Urgent,2020-10-28,2020-11-03,6,493.92,6.7
REP003648,P0064,Plumbing,Routine,2024-12-21,04/01/2025,14,286.37,7.2
REP003649,P0225,Heating,Routine,2023-01-21,26/01/2023,5,241.31,6.7
REP003650,P1212,Roofing,Urgent,2022-09-26,2022-10-09,13,363.95,8.6
REP003651,P1205,Roofing,Routine,2021-11-09,2021-11-17,8,769.42,7.7
REP003652,P0322,Plumbing,Routine,2020-11-20,2020-11-28,8,399.14,9.4
REP003653,P1401,Heating,Routine,2018-01-24,2018-02-02,9,843.48,6.5
REP003654,P0577,Heating,Urgent,08/06/2024,14/06/2024,6,1045.3,7.9
REP003655,P0370,Heating,Urgent,2022-10-20,2022-10-22,2,322.3,6.7
REP003656,P0882,Heating,Routine,2023-12-06,2023-12-16,10,605.41,7.8
REP003657,P0438,Plumbing,Emergency,2023-06-04,2023-06-05,1,574.48,6.8
REP003658,P0151,Roofing,Emergency,2023-12-17,2023-12-29,12,763.08,7.6
REP003659,P1217,Electrical,Urgent,2018-01-03,2018-01-04,1,140.79,7.2
REP003660,P0090,Plumbing,Emergency,2025-10-03,2025-10-06,3,965.55,8.9
REP003661,P0690,Plumbing,Urgent,06/08/2021,2021-08-13,7,268.58,6.8
REP003662,P0106,Heating,Emergency,2020-12-26,2020-12-27,1,1009.33,7.5
REP003663,P0054,Roofing,Emergency,2021-03-12,2021-03-19,7,712.46,6.8
REP003664,P0398,Heating,Urgent,2024-01-05,2024-01-09,4,875.86,7.0
REP003665,P0537,Security,Urgent,2021-04-28,2021-04-29,1,291.83,9.4
REP003666,P1218,Damp & Mould,Urgent,2024-01-11,24/01/2024,13,1100.8,5.5
REP003667,P1429,Heating,Emergency,18/02/2025,2025-02-23,5,1119.39,7.0
REP003668,P1110,Heating,Routine,2024-01-07,2024-01-18,11,709.03,7.6
REP003669,P0728,Roofing,Routine,2019-09-28,2019-10-08,10,923.45,8.8
REP003670,P1165,Heating,Routine,06/12/2024,2024-12-09,3,514.17,8.9
REP003671,P1374,Security,Routine,2024-07-19,2024-07-20,1,153.57,6.6
REP003672,P1272,Electrical,Routine,2024-08-23,2024-08-28,5,174.1,7.4
REP003673,P1046,Plumbing,Urgent,,12/12/2021,11,496.95,6.2
REP003674,P0441,Electrical,Routine,06/11/2024,2024-11-15,9,129.37,9.1
REP003675,P1230,Plumbing,Emergency,,2020-09-09,5,745.85,6.5
REP003676,P0939,Electrical,Routine,2019-10-16,23/10/2019,7,403.69,7.9
REP003677,P1211,Plumbing,Routine,2018-06-22,2018-06-24,2,299.68,9.1
REP003678,P0232,Roofing,Routine,2018-06-07,2018-06-19,12,469.87,7.5
REP003679,P0708,Plumbing,Urgent,04/09/2022,2022-09-15,11,577.23,8.8
REP003680,P0220,Security,Urgent,2021-11-24,2021-11-30,6,299.33,7.6
REP003681,P0144,Damp & Mould,Urgent,2020-06-18,2020-07-10,22,1174.58,4.9
REP003682,P1189,Heating,Urgent,21/12/2019,26/12/2019,5,296.56,6.7
REP003683,P0092,Heating,Urgent,2025-02-19,2025-02-27,8,848.3,9.3
REP003684,P0156,Plumbing,Routine,,2024-07-30,9,339.14,9.1
REP003685,P0491,Roofing,Routine,2025-04-10,2025-04-27,17,534.14,
REP003686,P0979,Heating,Routine,2025-12-16,18/12/2025,2,307.72,7.4
REP003687,P0611,Roofing,Routine,2024-07-24,2024-08-17,24,1231.26,5.6
REP003688,P0318,Security,Routine,2019-04-23,2019-04-29,6,318.42,9.0
REP003689,P0363,Plumbing,Urgent,2021-02-11,2021-02-14,3,220.61,6.3
REP003690,P0613,Plumbing,Emergency,2023-05-20,23/05/2023,3,619.62,9.1
REP003691,P0485,Heating,Urgent,2019-01-07,2019-01-16,9,282.95,7.0
REP003692,P0184,Security,Emergency,2020-01-15,16/01/2020,1,492.01,8.2
REP003693,P0679,Plumbing,Urgent,2020-10-10,2020-10-15,5,545.95,8.4
REP003694,P0799,Damp & Mould,Routine,2021-04-17,2021-05-16,29,1417.77,5.4
REP003695,P0940,Electrical,Routine,2021-04-21,2021-04-25,4,316.53,7.6
REP003696,P0707,Security,Routine,2019-11-07,2019-11-14,7,236.08,6.5
REP003697,P0459,Damp & Mould,Routine,2024-09-18,2024-10-09,21,628.72,3.1
REP003698,P0899,Damp & Mould,Routine,2025-02-10,2025-03-10,28,1467.72,3.1
REP003699,P0034,Roofing,Urgent,2018-09-21,2018-10-01,10,604.11,7.9
REP003700,P0533,Electrical,Routine,2025-01-19,2025-01-22,3,399.71,9.3
REP003701,P0650,Electrical,Routine,20/04/2021,23/04/2021,3,487.81,7.4
REP003702,P1230,Plumbing,Routine,07/07/2023,2023-07-09,2,171.45,
REP003703,P0226,Heating,Routine,2019-11-08,10/11/2019,2,576.36,8.5
REP003704,P1494,Plumbing,Urgent,2024-03-06,2024-03-14,8,454.97,7.9
REP003705,P0466,Plumbing,Routine,2023-05-26,2023-06-03,8,472.72,
REP003706,P1071,Electrical,Routine,2025-10-01,2025-10-02,1,600.07,7.8
REP003707,P1352,Roofing,Routine,,2019-06-17,12,808.61,
REP003708,P1399,Plumbing,Routine,2022-10-20,2022-10-25,5,166.1,8.9
REP003709,P0111,Roofing,Routine,2025-03-28,2025-04-08,11,740.83,8.4
REP003710,P0815,Electrical,Routine,,2018-09-30,3,468.16,8.8
REP003711,P0164,Plumbing,Routine,2018-12-09,2018-12-22,13,475.21,6.2
REP003712,P0767,Electrical,Routine,2025-08-01,09/08/2025,8,576.44,6.9
REP003713,P0292,Heating,Routine,2021-11-10,2021-11-17,7,595.37,9.3
REP003714,P0550,Plumbing,Routine,2020-09-24,2020-10-01,7,260.74,8.0
REP003715,P0107,Roofing,Routine,2018-05-05,24/05/2018,19,834.39,5.2
REP003716,P1137,Heating,Urgent,2022-11-30,2022-12-05,5,1031.67,9.0
REP003717,P1279,Heating,Urgent,2025-01-17,2025-01-22,5,945.6,8.1
REP003718,P0856,Heating,Emergency,2024-10-14,2024-10-16,2,675.84,6.5
REP003719,P1328,Heating,Urgent,02/12/2019,2019-12-08,6,688.63,7.6
REP003720,P0313,Heating,Urgent,2025-07-13,2025-07-16,3,645.88,8.1
REP003721,P0325,Plumbing,Urgent,2024-04-02,2024-04-08,6,319.35,8.5
REP003722,P1142,Electrical,Routine,2018-04-08,10/04/2018,2,355.29,7.4
REP003723,P1011,Heating,Routine,2018-02-26,2018-03-01,3,318.42,7.2
REP003724,P0180,Electrical,Routine,2025-12-08,2025-12-09,1,237.23,8.8
REP003725,P1094,Heating,Urgent,2019-01-15,2019-01-21,6,1010.46,7.4
REP003726,P1103,Heating,Emergency,2020-10-11,2020-10-13,2,749.28,8.7
REP003727,P0377,Security,Urgent,2024-07-12,16/07/2024,4,153.74,8.2
REP003728,P0904,Plumbing,Emergency,2019-10-25,2019-10-27,2,440.5,7.1
REP003729,P0795,Roofing,Urgent,2023-01-09,2023-01-23,14,636.07,8.5
REP003730,P1377,Plumbing,Routine,2025-12-21,2026-01-03,13,588.76,8.6
REP003731,P0506,Plumbing,Urgent,06/07/2018,2018-07-13,7,348.84,7.0
REP003732,P1258,Heating,Urgent,2024-11-26,26/11/2024,-1,629.8,9.1
REP003733,P0942,Heating,Urgent,,2022-06-15,2,786.06,8.2
REP003734,P0965,Plumbing,Routine,2021-11-04,2021-11-06,2,227.77,6.7
REP003735,P0818,Roofing,Urgent,19/02/2018,03/03/2018,12,537.07,6.3
REP003736,P0496,Security,Routine,,2022-05-16,7,424.53,9.0
REP003737,P0775,Roofing,Urgent,2025-10-25,2025-11-08,14,518.57,7.2
REP003738,P0444,Heating,Urgent,16/02/2023,2023-02-24,8,843.39,7.4
REP003739,P0738,Damp & Mould,Routine,24/05/2020,2020-06-04,11,689.56,6.3
REP003740,P0494,Plumbing,Routine,2018-07-13,2018-07-21,8,196.38,7.0
REP003741,P1088,Security,Routine,2021-05-15,2021-05-18,3,106.52,6.2
REP003742,P1197,Electrical,Urgent,2024-02-06,2024-02-09,3,595.82,8.8
REP003743,P0886,Security,Urgent,2018-02-16,2018-02-21,5,513.96,7.5
REP003744,P0076,Heating,Urgent,04/02/2022,2022-02-09,5,369.06,9.0
REP003745,P0362,Damp & Mould,Urgent,2024-06-14,2024-07-07,23,1382.4,3.5
REP003746,P1050,Electrical,Emergency,2025-12-10,2025-12-13,3,182.2,6.9
REP003747,P1311,Damp & Mould,Urgent,2020-06-10,2020-06-20,10,1389.31,
REP003748,P0156,Roofing,Routine,20/04/2022,2022-05-07,17,975.53,6.1
REP003749,P0610,Plumbing,Urgent,2022-11-11,2022-11-14,3,478.31,7.8
REP003750,P1322,Electrical,Routine,2020-11-07,16/11/2020,9,398.15,9.5
REP003751,P0477,Heating,Routine,10/11/2021,2021-11-13,3,612.01,8.4
REP003752,P0991,Electrical,Urgent,2023-03-05,2023-03-08,3,351.34,7.2
REP003753,P0867,Damp & Mould,Emergency,,13/11/2023,16,598.45,2.5
REP003754,P0030,Roofing,Urgent,2021-07-01,2021-07-13,12,1140.77,8.4
REP003755,P0727,Roofing,Routine,2020-09-27,2020-10-06,9,811.21,8.2
REP003756,P0745,Plumbing,Urgent,2021-04-28,03/05/2021,5,606.11,8.9
REP003757,P0552,Roofing,Routine,2024-11-02,2024-11-09,7,478.56,6.0
REP003758,P1202,Damp & Mould,Routine,2021-10-13,2021-10-25,12,556.64,5.9
REP003759,P0787,Damp & Mould,Urgent,09/03/2018,2018-04-05,27,872.93,3.5
REP003760,P0244,Plumbing,Urgent,18/03/2019,2019-03-30,12,449.15,8.9
REP003761,P1387,Plumbing,Routine,2020-06-08,2020-06-12,4,254.44,6.9
REP003762,P0797,Damp & Mould,Routine,2020-10-25,2020-11-25,31,912.44,2.3
REP003763,P0082,Heating,Urgent,2023-12-05,10/12/2023,5,602.47,6.2
REP003764,P0613,Damp & Mould,Routine,2019-11-01,2019-12-02,31,1003.71,2.4
REP003765,P0527,Damp & Mould,Routine,2023-06-13,2023-06-30,17,560.6,2.6
REP003766,P0709,Electrical,Routine,2019-06-12,2019-06-16,4,473.28,7.6
REP003767,P0448,Plumbing,Urgent,24/08/2020,2020-08-30,6,317.15,7.4
REP003768,P1282,Damp & Mould,Routine,2023-12-23,04/01/2024,12,898.83,6.6
REP003769,P1072,Electrical,Emergency,2019-01-14,18/01/2019,4,785.52,
REP003770,P0337,Roofing,Routine,2019-09-15,24/09/2019,9,551.44,9.1
REP003771,P1248,Heating,Routine,22/06/2018,2018-06-27,5,709.63,8.5
REP003772,P0021,Damp & Mould,Emergency,2023-11-09,20/11/2023,11,1871.89,5.1
REP003773,P0846,Roofing,Urgent,2023-11-14,2023-11-19,5,1409.98,6.7
REP003774,P1001,Plumbing,Urgent,2018-02-22,24/02/2018,2,598.49,8.0
REP003775,P1308,Heating,Routine,2022-02-01,2022-02-01,-5,673.13,8.5
REP003776,P1474,Plumbing,Routine,2019-12-19,2019-12-27,8,243.43,7.6
REP003777,P0648,Plumbing,Routine,2020-06-28,2020-07-03,5,676.37,6.3
REP003778,P1346,Plumbing,Routine,2018-01-18,2018-01-31,13,623.04,8.2
REP003779,P1111,Roofing,Urgent,25/07/2024,2024-08-02,8,543.83,6.1
REP003780,P0396,Roofing,Urgent,2019-09-10,20/09/2019,10,1178.23,8.9
REP003781,P1205,Damp & Mould,Urgent,08/08/2019,2019-09-03,26,617.48,4.5
REP003782,P1169,Plumbing,Routine,2025-02-21,22/02/2025,1,243.92,7.0
REP003783,P0825,Damp & Mould,Routine,2018-04-28,2018-05-31,33,868.84,5.0
REP003784,P0526,Roofing,Routine,2025-09-28,2025-10-08,10,1174.5,6.6
REP003785,P1208,Roofing,Emergency,2018-11-06,2018-11-11,5,773.08,9.3
REP003786,P1312,Damp & Mould,Urgent,2019-02-20,2019-03-13,21,1505.7,5.0
REP003787,P0144,Plumbing,Urgent,2018-12-10,2018-12-10,-3,375.97,
REP003788,P1311,Plumbing,Routine,2024-05-09,2024-05-15,6,422.41,6.7
REP003789,P1255,Heating,Urgent,2022-05-18,22/05/2022,4,790.16,6.2
REP003790,P0010,Electrical,Emergency,2020-07-05,2020-07-07,2,289.05,9.5
REP003791,P0270,Heating,Routine,07/02/2022,2022-02-15,8,746.74,8.4
REP003792,P0145,Damp & Mould,Urgent,2025-03-24,2025-04-09,16,1382.86,6.0
REP003793,P1203,Roofing,Urgent,2021-06-17,2021-07-03,16,1322.75,
REP003794,P0044,Heating,Emergency,2019-11-30,2019-12-07,7,667.03,7.1
REP003795,P0271,Plumbing,Emergency,2022-04-02,2022-04-03,1,696.29,7.3
REP003796,P0328,Plumbing,Routine,10/06/2019,16/06/2019,6,487.07,6.2
REP003797,P0236,Damp & Mould,Emergency,2021-09-19,2021-09-24,5,837.42,3.5
REP003798,P0247,Electrical,Routine,2022-03-20,2022-03-24,4,560.91,7.4
REP003799,P0022,Heating,Routine,2018-01-22,22/01/2018,-3,507.81,8.6
REP003800,P0532,Roofing,Routine,2025-10-13,2025-10-22,9,387.8,6.3
REP003801,P0252,Plumbing,Urgent,2019-04-20,2019-04-23,3,426.33,8.0
REP003802,P1031,Roofing,Urgent,2025-05-21,2025-05-30,9,1158.77,6.2
REP003803,P0220,Roofing,Routine,28/09/2022,2022-10-20,22,774.37,
REP003804,P0565,Security,Routine,16/04/2021,2021-04-17,1,480.97,6.5
REP003805,P0960,Electrical,Urgent,2023-08-10,2023-08-13,3,650.98,8.8
REP003806,P0787,Roofing,Routine,2023-03-19,2023-04-12,24,503.42,
REP003807,P1174,Heating,Emergency,2024-10-28,2024-11-02,5,888.42,7.4
REP003808,P1293,Plumbing,Urgent,24/05/2022,2022-06-04,11,787.0,9.3
REP003809,P0648,Plumbing,Emergency,01/11/2025,2025-11-02,1,631.56,6.5
REP003810,P0172,Security,Emergency,2020-12-21,2020-12-22,1,238.87,7.2
REP003811,P0026,Damp & Mould,Emergency,2024-03-22,2024-03-29,7,1641.82,5.8
REP003812,P1373,Roofing,Routine,2024-09-25,2024-10-13,18,729.47,5.3
REP003813,P0098,Roofing,Routine,2021-04-21,2021-05-10,19,967.8,5.4
REP003814,P0965,Plumbing,Routine,2025-03-11,21/03/2025,10,489.32,7.4
REP003815,P1450,Electrical,Routine,2023-06-07,14/06/2023,7,193.16,6.8
REP003816,P0816,Heating,Routine,2025-02-11,2025-02-13,2,813.31,6.9
REP003817,P1049,Electrical,Emergency,18/04/2021,20/04/2021,2,176.91,7.7
REP003818,P0228,Heating,Urgent,2021-12-08,2021-12-13,5,1068.85,7.3
REP003819,P0550,Heating,Urgent,,08/01/2018,-5,682.16,7.0
REP003820,P1410,Heating,Urgent,2018-12-22,2018-12-31,9,645.51,7.8
REP003821,P0351,Damp & Mould,Emergency,2024-07-15,2024-07-26,11,1813.83,6.7
REP003822,P0937,Plumbing,Urgent,2018-09-21,2018-09-26,5,457.61,8.9
REP003823,P0526,Heating,Emergency,08/01/2023,2023-01-08,-3,759.86,7.9
REP003824,P1069,Roofing,Routine,13/03/2020,2020-03-26,13,885.18,8.3
REP003825,P0217,Roofing,Routine,2021-02-26,2021-03-16,18,786.17,4.2
REP003826,P0428,Security,Routine,2019-10-09,2019-10-13,4,365.68,7.8
REP003827,P0810,Security,Urgent,2021-12-26,2021-12-27,1,293.71,6.3
REP003828,P1175,Roofing,Routine,2022-02-05,25/02/2022,20,875.13,5.7
REP003829,P1331,Heating,Urgent,2018-01-04,2018-01-06,2,520.52,8.1
REP003830,P0877,Damp & Mould,Routine,2025-09-01,2025-09-27,26,920.85,2.8
REP003831,P0358,Electrical,Routine,2023-06-05,2023-06-07,2,203.5,7.9
REP003832,P0750,Electrical,Routine,18/04/2019,2019-04-21,3,300.9,8.5
REP003833,P0643,Roofing,Routine,05/01/2020,2020-01-27,22,924.72,7.6
REP003834,P1328,Damp & Mould,Routine,2022-02-15,2022-03-03,16,983.49,4.6
REP003835,P0815,Damp & Mould,Emergency,28/01/2020,2020-02-03,6,872.58,4.6
REP003836,P0636,Electrical,Urgent,2019-02-26,2019-03-01,3,500.02,9.1
REP003837,P0779,Electrical,Routine,,2019-10-05,0,253.73,6.6
REP003838,P1397,Electrical,Routine,2023-10-22,2023-10-27,5,306.93,6.2
REP003839,P0348,Heating,Routine,2021-03-08,2021-03-15,7,781.39,9.2
REP003840,P0983,Electrical,Emergency,2025-02-09,2025-02-11,2,171.56,6.9
REP003841,P0576,Plumbing,Urgent,2024-03-09,2024-03-16,7,742.92,7.8
REP003842,P0085,Damp & Mould,Routine,2022-05-19,2022-06-13,25,1215.56,5.7
REP003843,P1390,Electrical,Routine,2025-04-19,2025-04-28,9,378.91,8.3
REP003844,P0074,Heating,Urgent,2024-04-04,2024-04-07,3,556.35,6.4
REP003845,P1088,Heating,Urgent,2019-12-19,20/12/2019,1,819.78,7.1
REP003846,P1035,Heating,Urgent,2020-11-27,30/11/2020,3,310.67,7.6
REP003847,P0547,Electrical,Emergency,2019-05-17,2019-05-18,1,193.41,6.0
REP003848,P0190,Security,Routine,2018-06-05,2018-06-13,8,416.38,7.6
REP003849,P1083,Roofing,Emergency,2023-08-09,2023-08-18,9,641.61,6.7
REP003850,P0809,Electrical,Urgent,2022-01-16,2022-01-17,1,628.69,8.5
REP003851,P1031,Roofing,Routine,2018-04-17,2018-05-12,25,910.63,8.7
REP003852,P1130,Damp & Mould,Urgent,04/05/2022,2022-05-12,8,846.56,4.0
REP003853,P1186,Electrical,Urgent,2018-10-14,2018-10-18,4,182.71,8.3
REP003854,P0093,Roofing,Urgent,2021-05-17,2021-05-25,8,1373.15,9.3
REP003855,P1204,Heating,Emergency,2019-02-02,2019-02-04,2,404.12,6.8
REP003856,P1247,Damp & Mould,Routine,2019-05-17,2019-06-15,29,1168.43,4.5
REP003857,P0604,Electrical,Routine,2023-07-18,2023-07-20,2,259.22,7.9
REP003858,P0654,Heating,Urgent,2024-12-07,2024-12-13,6,847.02,6.8
REP003859,P1162,Heating,Urgent,2025-10-07,07/10/2025,-2,682.4,8.4
REP003860,P0042,Heating,Routine,2024-02-10,2024-02-12,2,696.12,9.0
REP003861,P0233,Heating,Urgent,2025-12-23,2025-12-31,8,978.95,7.3
REP003862,P0831,Damp & Mould,Urgent,2019-07-06,20/07/2019,14,1271.89,3.7
REP003863,P0528,Damp & Mould,Routine,27/08/2025,2025-09-16,20,1375.78,5.4
REP003864,P1485,Security,Routine,2024-05-10,2024-05-15,5,358.35,8.4
REP003865,P0893,Security,Urgent,2020-06-25,2020-06-26,1,161.91,7.0
REP003866,P1225,Electrical,Routine,11/04/2024,19/04/2024,8,528.41,7.1
REP003867,P0012,Security,Routine,2018-04-01,2018-04-03,2,166.8,7.3
REP003868,P0720,Plumbing,Urgent,2020-02-09,2020-02-18,9,704.93,8.3
REP003869,P0899,Roofing,Emergency,2025-07-25,2025-07-30,5,445.9,8.6
REP003870,P1103,Electrical,Routine,2021-09-09,2021-09-11,2,530.85,8.3
REP003871,P0126,Electrical,Routine,01/04/2019,2019-04-03,2,109.58,8.4
REP003872,P1303,Damp & Mould,Urgent,2020-04-13,2020-04-22,9,994.49,4.0
REP003873,P1310,Heating,Routine,2025-11-05,2025-11-14,9,704.55,6.8
REP003874,P0991,Heating,Routine,2018-12-26,01/01/2019,6,263.58,7.4
REP003875,P1059,Plumbing,Urgent,2021-08-24,01/09/2021,8,705.93,6.7
REP003876,P0711,Damp & Mould,Urgent,2019-10-05,2019-10-30,25,1461.28,3.4
REP003877,P0779,Heating,Urgent,2022-11-19,2022-11-21,2,674.56,6.6
REP003878,P0549,Damp & Mould,Emergency,,16/05/2021,6,865.37,6.4
REP003879,P1041,Heating,Routine,07/01/2025,2025-01-12,5,458.7,6.1
REP003880,P0474,Plumbing,Routine,18/04/2020,2020-04-22,4,141.7,8.8
REP003881,P0537,Plumbing,Routine,26/01/2021,2021-02-01,6,395.79,6.1
REP003882,P0240,Electrical,Routine,2022-12-17,2022-12-25,8,318.65,6.7
REP003883,P1464,Damp & Mould,Urgent,2020-03-22,2020-04-15,24,531.41,3.9
REP003884,P0432,Plumbing,Routine,02/11/2023,2023-11-05,3,236.19,6.3
REP003885,P1324,Damp & Mould,Emergency,2019-01-11,20/01/2019,9,1558.67,
REP003886,P0508,Electrical,Routine,2025-06-08,2025-06-09,1,327.23,6.9
REP003887,P0829,Plumbing,Routine,2022-06-24,2022-06-26,2,207.94,7.8
REP003888,P0966,Heating,Routine,2021-02-10,2021-02-14,4,524.76,
REP003889,P0036,Security,Routine,2020-02-18,2020-02-24,6,241.67,7.2
REP003890,P1060,Damp & Mould,Routine,2024-05-05,2024-06-10,36,540.66,3.1
REP003891,P0627,Damp & Mould,Routine,2023-09-16,2023-10-15,29,1155.78,3.9
REP003892,P0122,Electrical,Routine,2021-06-09,2021-06-12,3,156.13,7.6
REP003893,P0267,Roofing,Urgent,20/11/2018,2018-12-07,17,849.12,8.8
REP003894,P0955,Heating,Urgent,2018-06-20,20/06/2018,-3,321.96,6.9
REP003895,P1046,Damp & Mould,Emergency,2018-01-18,2018-01-24,6,835.38,3.6
REP003896,P0023,Plumbing,Urgent,,2022-03-16,7,503.33,8.0
REP003897,P0264,Electrical,Urgent,,18/07/2019,3,262.51,8.0
REP003898,P1258,Electrical,Routine,2022-12-25,2022-12-26,1,256.6,7.6
REP003899,P0691,Damp & Mould,Urgent,21/09/2020,2020-10-03,12,1597.47,6.9
REP003900,P0750,Heating,Routine,2024-01-05,2024-01-06,1,274.83,8.2
REP003901,P0422,Roofing,Emergency,2023-11-11,2023-11-18,7,400.06,6.2
REP003902,P0488,Plumbing,Urgent,09/08/2021,18/08/2021,9,233.34,8.0
REP003903,P1143,Damp & Mould,Routine,2019-09-27,2019-10-18,21,1033.89,5.1
REP003904,P0527,Roofing,Emergency,2019-05-02,2019-05-11,9,1178.87,6.9
REP003905,P1233,Damp & Mould,Routine,2023-05-02,2023-05-22,20,1111.85,2.7
REP003906,P0399,Heating,Urgent,2020-07-17,2020-07-21,4,403.71,7.2
REP003907,P0499,Roofing,Routine,2019-02-27,2019-03-21,22,361.5,8.0
REP003908,P0194,Heating,Routine,2018-02-13,2018-02-19,6,550.21,8.4
REP003909,P1458,Electrical,Routine,2023-05-14,2023-05-15,1,535.77,7.4
REP003910,P0049,Roofing,Routine,2025-12-06,2025-12-21,15,778.93,7.7
REP003911,P0574,Roofing,Urgent,2021-05-18,2021-05-29,11,935.59,9.2
REP003912,P1395,Roofing,Routine,2023-03-18,2023-03-28,10,551.1,6.8
REP003913,P0367,Roofing,Routine,2022-08-06,06/08/2022,-4,1021.38,9.4
REP003914,P0527,Damp & Mould,Routine,2021-11-25,2021-12-09,14,822.68,3.5
REP003915,P1157,Roofing,Emergency,2022-06-06,2022-06-19,13,1135.76,8.1
REP003916,P0752,Plumbing,Urgent,08/12/2025,2025-12-09,1,779.27,
REP003917,P0468,Damp & Mould,Routine,11/10/2023,2023-11-03,23,955.17,3.4
REP003918,P0073,Plumbing,Emergency,2020-11-15,2020-11-21,6,534.91,8.8
REP003919,P1362,Plumbing,Routine,2021-03-03,2021-03-05,2,307.56,7.7
REP003920,P1225,Electrical,Urgent,2023-02-12,2023-02-17,5,405.77,6.3
REP003921,P0309,Roofing,Urgent,2022-12-01,2022-12-09,8,810.53,6.2
REP003922,P1053,Security,Routine,27/01/2020,2020-01-28,1,163.88,9.0
REP003923,P0134,Plumbing,Urgent,2024-10-22,2024-10-28,6,202.3,8.8
REP003924,P0856,Heating,Emergency,2025-12-17,2025-12-21,4,1013.11,8.3
REP003925,P0144,Plumbing,Routine,16/01/2024,2024-01-26,10,344.55,6.8
REP003926,P1238,Electrical,Routine,2021-03-12,2021-03-13,1,133.12,7.3
REP003927,P1149,Damp & Mould,Urgent,2022-08-09,2022-08-28,19,1031.23,2.5
REP003928,P0680,Heating,Emergency,2018-05-01,2018-05-05,4,431.5,6.3
REP003929,P0118,Roofing,Routine,2018-12-18,2018-12-25,7,536.75,7.8
REP003930,P0627,Roofing,Emergency,2020-10-07,2020-10-12,5,1009.34,6.8
REP003931,P0779,Damp & Mould,Urgent,2019-03-14,2019-04-05,22,955.78,3.4
REP003932,P0180,Plumbing,Routine,2020-11-22,22/11/2020,-5,148.39,7.0
REP003933,P1306,Plumbing,Routine,2021-05-25,2021-06-04,10,441.01,6.3
REP003934,P0194,Heating,Emergency,2018-12-06,2018-12-08,2,1114.5,9.3
REP003935,P1210,Roofing,Routine,2019-09-10,2019-09-27,17,954.2,4.7
REP003936,P1076,Electrical,Urgent,07/06/2021,2021-06-13,6,524.92,8.4
REP003937,P0131,Plumbing,Emergency,2025-08-25,2025-08-29,4,273.08,6.6
REP003938,P0218,Roofing,Routine,2024-08-25,2024-08-31,6,554.54,7.9
REP003939,P1488,Heating,Urgent,2023-03-24,2023-03-26,2,552.47,7.3
REP003940,P0126,Plumbing,Urgent,2018-01-05,2018-01-09,4,441.74,7.3
REP003941,P1291,Electrical,Urgent,26/11/2023,2023-11-30,4,392.48,9.2
REP003942,P0149,Heating,Routine,2018-11-06,12/11/2018,6,456.27,6.1
REP003943,P0581,Plumbing,Routine,2020-04-14,21/04/2020,7,528.63,6.3
REP003944,P0702,Heating,Urgent,03/12/2020,2020-12-12,9,1010.8,9.1
REP003945,P0393,Plumbing,Routine,2021-08-26,2021-08-30,4,508.69,7.5
REP003946,P0036,Heating,Urgent,2022-12-19,2022-12-20,1,1095.48,6.2
REP003947,P1213,Plumbing,Urgent,10/03/2022,18/03/2022,8,316.17,7.1
REP003948,P0955,Security,Emergency,2019-08-10,2019-08-12,2,408.01,8.7
REP003949,P0338,Security,Routine,2024-07-03,2024-07-08,5,167.81,6.6
REP003950,P0128,Heating,Routine,2024-02-04,2024-02-07,3,741.66,8.9
REP003951,P0855,Plumbing,Routine,2024-02-27,2024-03-11,13,667.39,6.3
REP003952,P1303,Plumbing,Routine,2019-08-06,2019-08-14,8,434.58,6.5
REP003953,P0338,Damp & Mould,Urgent,2023-11-21,2023-12-12,21,976.8,2.7
